session_id,user_id,content_id,started_at,watch_minutes,session_status,discovery_source,video_quality,device_id,completion_pct
SES0060340,USR005291,CNT00440,2025-07-28 15:14:24,180,Completed,Recommendation,4K,DEV004885,100.0
SES0060341,USR002356,CNT00536,2025-12-19 15:58:45,99,Completed,Recommendation,720p,DEV004387,95.2
SES0060342,USR002028,CNT00343,2025-12-08 20:13:53,94,Abandoned,Recommendation,720p,DEV006435,59.5
SES0060343,USR005511,CNT00536,2025-07-09 17:47:43,120,Stopped,Search,720p,DEV013067,100.0
SES0060344,USR005122,CNT00536,2025-11-08 21:14:10,119,Stopped,Search,4K,DEV008776,100.0
SES0060345,USR003433,CNT00241,2025-09-29 14:19:38,180,Completed,Recommendation,720p,DEV014292,100.0
SES0060346,USR002567,CNT00536,2025-03-27 13:15:46,143,Completed,Trending,4K,DEV012539,100.0
SES0060347,USR001080,CNT00440,2025-04-21 17:46:12,145,Stopped,Recommendation,720p,DEV002058,91.2
SES0060348,USR009978,CNT00536,2025-03-28 21:06:45,131,Completed,Search,480p,DEV010507,100.0
SES0060349,USR002733,CNT00536,2025-03-30 08:32:35,82,Abandoned,Search,4K,DEV014379,78.8
SES0060350,USR000673,CNT00536,2025-05-27 09:25:41,61,Abandoned,Search,720p,DEV009311,58.7
SES0060351,USR001514,CNT01694,2025-12-29 16:07:07,97,Completed,Continue Watching,1080p,DEV002905,78.2
SES0060352,USR005101,CNT00536,2025-11-10 07:42:36,48,Abandoned,Trending,720p,DEV010241,46.2
SES0060353,USR008830,CNT00536,2025-11-08 02:07:46,85,Completed,Search,1080p,DEV003925,81.7
SES0060354,USR006009,CNT00536,2025-11-18 15:15:39,47,Completed,Trending,4K,DEV007081,45.2
SES0060355,USR007231,CNT01895,2025-05-27 22:50:07,77,Abandoned,Continue Watching,1080p,DEV007524,50.0
SES0060356,USR007610,CNT00423,2025-03-25 10:06:33,99,Completed,Search,720p,DEV003620,65.6
SES0060357,USR005644,CNT00536,2025-12-10 19:55:43,78,Stopped,Continue Watching,1080p,DEV004216,75.0
SES0060358,USR007333,CNT00542,2025-06-15 11:19:35,58,Abandoned,Search,1080p,DEV013787,78.4
SES0060359,USR004488,CNT00542,2025-11-09 12:22:22,95,Completed,Auto,4K,DEV004088,100.0
SES0060360,USR003333,CNT00973,2025-09-24 17:36:17,69,Abandoned,Recommendation,4K,DEV000174,47.3
SES0060361,USR006904,CNT00542,2025-12-11 15:19:19,87,Stopped,Recommendation,1080p,DEV006027,100.0
SES0060362,USR004514,CNT00973,2025-05-30 22:40:03,48,Abandoned,Search,1080p,DEV011735,32.9
SES0060363,USR006250,CNT01481,2025-10-12 17:08:29,89,Stopped,Trending,720p,DEV010836,93.7
SES0060364,USR005834,CNT01979,2025-12-21 19:43:04,166,Completed,Recommendation,720p,DEV004829,100.0
SES0060365,USR003013,CNT00423,2025-10-25 18:22:48,91,Abandoned,Continue Watching,4K,DEV011395,60.3
SES0060366,USR003176,CNT00536,2025-11-25 21:45:46,108,Completed,Recommendation,1080p,DEV009002,100.0
SES0060367,USR004270,CNT00936,2025-04-09 20:19:35,44,Abandoned,Trending,1080p,DEV010151,43.1
SES0060368,USR007901,CNT01694,2025-07-01 10:02:38,158,Abandoned,Continue Watching,1080p,DEV008325,100.0
SES0060369,USR009770,CNT00536,2025-06-21 12:49:52,65,Completed,Continue Watching,4K,DEV000807,62.5
SES0060370,USR004846,CNT00536,2025-03-22 07:43:53,24,Abandoned,Recommendation,720p,DEV006026,23.1
SES0060371,USR005578,CNT00542,2025-08-03 21:41:35,42,Abandoned,Continue Watching,1080p,DEV011122,56.8
SES0060372,USR000211,CNT00542,2025-08-13 19:03:45,158,Completed,Recommendation,720p,DEV012142,100.0
SES0060373,USR006078,CNT00536,2025-06-27 11:23:41,49,Abandoned,Trending,4K,DEV013764,47.1
SES0060374,USR002898,CNT01481,2025-07-06 11:42:26,92,Stopped,Recommendation,720p,DEV004911,96.8
SES0060375,USR009775,CNT00440,2025-03-16 12:05:50,95,Completed,Continue Watching,4K,DEV000091,59.7
SES0060376,USR003032,CNT01918,2025-09-01 18:52:21,25,Completed,Continue Watching,720p,DEV008838,24.3
SES0060377,USR000469,CNT00536,2025-08-06 23:51:49,52,Abandoned,Recommendation,1080p,DEV000984,50.0
SES0060378,USR008024,CNT00536,2025-04-09 14:05:48,74,Abandoned,Recommendation,1080p,DEV005171,71.2
SES0060379,USR008694,CNT00423,2025-05-11 14:37:10,89,Completed,Auto,1080p,DEV004540,58.9
SES0060380,USR002968,CNT00542,2025-02-06 16:13:59,31,Stopped,Search,4K,DEV000755,41.9
SES0060381,USR007650,CNT00423,2025-05-02 17:07:16,36,Stopped,Auto,480p,DEV011290,23.8
SES0060382,USR003293,CNT01305,2025-09-14 17:19:42,35,Abandoned,Search,1080p,DEV011425,24.8
SES0060383,USR004366,CNT00428,2025-09-14 20:14:42,104,Completed,Continue Watching,480p,DEV010757,58.4
SES0060384,USR003138,CNT01213,2025-06-28 12:27:54,22,Completed,Search,720p,DEV009573,17.5
SES0060385,USR008718,CNT00536,2025-07-15 14:31:56,48,Completed,Search,1080p,DEV008393,46.2
SES0060386,USR001660,CNT00536,2025-03-02 10:09:48,125,Completed,Continue Watching,4K,DEV004572,100.0
SES0060387,USR000355,CNT01491,2025-10-14 23:27:14,180,Completed,Continue Watching,4K,DEV000952,100.0
SES0060388,USR009809,CNT00423,2025-07-26 16:40:04,45,Abandoned,Continue Watching,1080p,DEV000593,29.8
SES0060389,USR001125,CNT00939,2025-08-20 13:28:15,34,Stopped,Recommendation,1080p,DEV009539,36.6
SES0060390,USR003137,CNT00542,2025-12-21 09:11:28,106,Completed,Recommendation,1080p,DEV004057,100.0
SES0060391,USR000185,CNT00423,2025-07-30 18:48:18,52,Completed,Continue Watching,4K,DEV012108,34.4
SES0060392,USR007659,CNT01694,2025-07-04 16:45:19,55,Completed,Continue Watching,1080p,DEV012165,44.4
SES0060393,USR000801,CNT00536,2025-08-15 18:39:52,86,Completed,Continue Watching,1080p,DEV004869,82.7
SES0060394,USR005967,CNT00536,2025-09-07 10:28:05,126,Completed,Search,1080p,DEV002828,100.0
SES0060395,USR008662,CNT00423,2025-02-17 20:37:50,71,Completed,Trending,1080p,DEV012988,47.0
SES0060396,USR008521,CNT00423,2025-02-14 01:17:22,57,Abandoned,Continue Watching,1080p,DEV000788,37.7
SES0060397,USR006475,CNT01694,2025-06-27 21:26:47,57,Completed,Recommendation,1080p,DEV006568,46.0
SES0060398,USR003360,CNT01481,2025-02-01 15:10:51,41,Completed,Continue Watching,720p,DEV000432,43.2
SES0060399,USR006785,CNT01926,2025-05-11 15:36:32,40,Completed,Recommendation,1080p,DEV000436,22.3
SES0060400,USR003494,CNT00763,2025-11-16 19:29:27,161,Stopped,Recommendation,720p,DEV007804,100.0
SES0060401,USR005879,CNT01342,2025-09-15 18:46:14,172,Completed,Recommendation,720p,DEV004314,100.0
SES0060402,USR009437,CNT00542,2025-01-21 10:27:09,82,Completed,Recommendation,1080p,DEV011331,100.0
SES0060403,USR006899,CNT01481,2025-01-29 14:27:26,58,Completed,Search,720p,DEV005134,61.1
SES0060404,USR007705,CNT00536,2025-03-18 07:12:04,32,Completed,Search,4K,DEV009715,30.8
SES0060405,USR000579,CNT00973,2025-12-12 18:23:32,67,Completed,Continue Watching,1080p,DEV011962,45.9
SES0060406,USR001346,CNT01694,2025-01-19 21:25:16,153,Completed,Trending,720p,DEV005441,100.0
SES0060407,USR003773,CNT00542,2025-09-17 10:19:20,83,Completed,Recommendation,1080p,DEV005865,100.0
SES0060408,USR004842,CNT00536,2025-02-12 16:46:48,180,Completed,Recommendation,1080p,DEV006987,100.0
SES0060409,USR006336,CNT01694,2025-01-08 19:36:50,31,Completed,Search,4K,DEV011715,25.0
SES0060410,USR000379,CNT00423,2025-11-13 12:22:01,15,Completed,Recommendation,1080p,DEV000542,9.9
SES0060411,USR002778,CNT01694,2025-08-04 12:28:45,132,Stopped,Search,720p,DEV012945,100.0
SES0060412,USR002890,CNT00536,2025-06-06 18:45:42,60,Completed,Trending,720p,DEV011961,57.7
SES0060413,USR006575,CNT01481,2025-07-03 20:21:51,33,Completed,Recommendation,720p,DEV008423,34.7
SES0060414,USR008043,CNT00536,2025-11-18 21:05:20,69,Completed,Recommendation,720p,DEV008481,66.3
SES0060415,USR002671,CNT01481,2025-01-05 15:05:22,180,Completed,Auto,1080p,DEV013713,100.0
SES0060416,USR001017,CNT00004,2025-04-22 17:50:41,80,Abandoned,Continue Watching,720p,DEV004676,61.1
SES0060417,USR001806,CNT00536,2025-08-18 18:12:26,72,Stopped,Continue Watching,1080p,DEV007676,69.2
SES0060418,USR001283,CNT00536,2025-05-29 17:01:06,143,Completed,Continue Watching,480p,DEV004117,100.0
SES0060419,USR003647,CNT00423,2025-08-07 22:01:19,23,Completed,Search,4K,DEV014386,15.2
SES0060420,USR005677,CNT01481,2025-09-07 23:55:06,59,Abandoned,Recommendation,1080p,DEV009714,62.1
SES0060421,USR001124,CNT00423,2025-11-23 07:35:18,65,Abandoned,Continue Watching,720p,DEV013272,43.0
SES0060422,USR000977,CNT00973,2025-06-28 17:00:25,108,Completed,Continue Watching,480p,DEV004274,74.0
SES0060423,USR006987,CNT00423,2025-11-30 19:25:37,66,Completed,Continue Watching,720p,DEV001176,43.7
SES0060424,USR005733,CNT00491,2025-09-19 16:20:17,44,Completed,Recommendation,1080p,DEV012104,33.3
SES0060425,USR004825,CNT01694,2025-07-25 20:19:20,113,Abandoned,Continue Watching,480p,DEV007577,91.1
SES0060426,USR002011,CNT00542,2025-11-16 15:57:51,72,Completed,Search,720p,DEV009253,97.3
SES0060427,USR007733,CNT00542,2025-07-03 04:01:48,133,Completed,Trending,1080p,DEV011761,100.0
SES0060428,USR009363,CNT01305,2025-05-02 10:20:05,146,Stopped,Recommendation,480p,DEV003749,100.0
SES0060429,USR006121,CNT01342,2025-02-11 19:34:38,130,Stopped,Auto,4K,DEV002967,100.0
SES0060430,USR002915,CNT01705,2025-09-27 19:44:57,69,Abandoned,Continue Watching,1080p,DEV010878,62.2
SES0060431,USR002981,CNT00536,2025-01-14 12:25:52,35,Abandoned,Recommendation,720p,DEV007704,33.7
SES0060432,USR005732,CNT01481,2025-07-01 17:23:39,93,Stopped,Recommendation,720p,DEV005557,97.9
SES0060433,USR004440,CNT00279,2025-05-29 12:57:04,32,Abandoned,Search,480p,DEV001852,39.0
SES0060434,USR007535,CNT00542,2025-08-31 19:15:08,92,Completed,Auto,4K,DEV012362,100.0
SES0060435,USR009308,CNT00536,2025-12-25 20:31:32,94,Completed,Recommendation,1080p,DEV008379,90.4
SES0060436,USR001801,CNT00536,2025-12-19 13:56:17,140,Completed,Continue Watching,4K,DEV001580,100.0
SES0060437,USR005077,CNT00428,2025-08-15 16:51:43,164,Completed,Continue Watching,4K,DEV013580,92.1
SES0060438,USR005602,CNT01694,2025-12-20 20:58:23,28,Stopped,Recommendation,720p,DEV002160,22.6
SES0060439,USR006739,CNT00542,2025-01-07 18:54:45,44,Stopped,Continue Watching,720p,DEV011104,59.5
SES0060440,USR006205,CNT01694,2025-10-26 20:08:52,180,Stopped,Recommendation,720p,DEV006879,100.0
SES0060441,USR003308,CNT00536,2025-10-18 13:48:12,158,Stopped,Recommendation,4K,DEV013356,100.0
SES0060442,USR004897,CNT01213,2025-12-27 11:01:45,180,Completed,Continue Watching,4K,DEV004368,100.0
SES0060443,USR003953,CNT00440,2025-07-17 02:59:51,42,Completed,Continue Watching,1080p,DEV004280,26.4
SES0060444,USR000351,CNT01481,2025-02-23 20:13:38,64,Completed,Continue Watching,720p,DEV004734,67.4
SES0060445,USR000820,CNT00536,2025-10-17 19:00:24,59,Stopped,Continue Watching,4K,DEV011330,56.7
SES0060446,USR006395,CNT00536,2025-04-12 14:33:00,71,Abandoned,Continue Watching,1080p,DEV000956,68.3
SES0060447,USR007763,CNT00536,2025-07-10 19:10:27,5,Completed,Recommendation,720p,DEV001459,4.8
SES0060448,USR004920,CNT00423,2025-11-02 21:42:16,84,Completed,Continue Watching,1080p,DEV013227,55.6
SES0060449,USR007187,CNT00973,2025-09-24 20:48:48,74,Completed,Continue Watching,1080p,DEV006871,50.7
SES0060450,USR007863,CNT00542,2025-09-30 12:38:51,108,Completed,Continue Watching,1080p,DEV008272,100.0
SES0060451,USR009395,CNT00542,2025-04-01 20:57:01,180,Completed,Auto,720p,DEV013226,100.0
SES0060452,USR006746,CNT01898,2025-08-30 20:41:24,133,Stopped,Continue Watching,720p,DEV013683,100.0
SES0060453,USR009695,CNT00542,2025-09-05 19:02:47,60,Completed,Auto,1080p,DEV013737,81.1
SES0060454,USR006684,CNT01481,2025-01-27 10:57:18,63,Stopped,Recommendation,1080p,DEV000791,66.3
SES0060455,USR004906,CNT01694,2025-12-03 15:50:36,33,Abandoned,Continue Watching,4K,DEV007553,26.6
SES0060456,USR006313,CNT01694,2025-02-02 17:26:21,65,Abandoned,Trending,1080p,DEV000618,52.4
SES0060457,USR003900,CNT00607,2025-09-25 12:59:46,50,Completed,Trending,1080p,DEV012177,69.4
SES0060458,USR006731,CNT00312,2025-12-09 22:02:24,48,Abandoned,Recommendation,480p,DEV010973,28.1
SES0060459,USR002218,CNT01648,2025-08-04 23:27:52,118,Completed,Trending,1080p,DEV004208,90.8
SES0060460,USR003584,CNT00423,2025-12-13 23:39:24,26,Abandoned,Recommendation,4K,DEV009505,17.2
SES0060461,USR003806,CNT00973,2025-12-08 12:42:07,78,Abandoned,Continue Watching,1080p,DEV007443,53.4
SES0060462,USR004308,CNT00542,2025-10-13 18:36:32,71,Stopped,Continue Watching,4K,DEV013736,95.9
SES0060463,USR002097,CNT01305,2025-01-13 15:07:01,49,Completed,Recommendation,4K,DEV007958,34.8
SES0060464,USR001327,CNT00536,2025-07-31 01:05:25,32,Completed,Recommendation,1080p,DEV005092,30.8
SES0060465,USR003557,CNT00542,2025-02-05 20:35:11,166,Abandoned,Continue Watching,4K,DEV004905,100.0
SES0060466,USR001370,CNT01694,2025-01-24 12:13:13,115,Completed,Continue Watching,720p,DEV009501,92.7
SES0060467,USR006388,CNT00763,2025-08-22 09:16:48,51,Abandoned,Trending,4K,DEV005504,48.6
SES0060468,USR002533,CNT01694,2025-10-14 22:31:08,27,Completed,Recommendation,1080p,DEV010097,21.8
SES0060469,USR004290,CNT01305,2025-04-05 12:02:16,87,Completed,Recommendation,720p,DEV002884,61.7
SES0060470,USR009709,CNT00916,2025-03-21 16:11:10,29,Completed,Continue Watching,4K,DEV000348,19.3
SES0060471,USR001547,CNT01694,2025-03-04 17:24:43,28,Stopped,Search,1080p,DEV000693,22.6
SES0060472,USR006014,CNT01694,2025-09-29 22:22:14,180,Stopped,Auto,1080p,DEV002517,100.0
SES0060473,USR000582,CNT00536,2025-01-17 21:06:50,72,Completed,Continue Watching,1080p,DEV006850,69.2
SES0060474,USR007721,CNT00542,2025-08-19 10:52:27,86,Completed,Continue Watching,1080p,DEV001638,100.0
SES0060475,USR008743,CNT00312,2025-12-08 18:22:34,145,Stopped,Recommendation,1080p,DEV006417,84.8
SES0060476,USR006434,CNT00312,2025-09-28 13:49:07,38,Completed,Recommendation,720p,DEV008545,22.2
SES0060477,USR009713,CNT00267,2025-02-06 22:23:40,53,Abandoned,Continue Watching,480p,DEV011627,31.9
SES0060478,USR005839,CNT00536,2025-09-11 17:45:56,33,Completed,Recommendation,720p,DEV003861,31.7
SES0060479,USR005636,CNT00440,2025-08-09 21:51:13,23,Abandoned,Continue Watching,720p,DEV008991,14.5
SES0060480,USR000214,CNT00536,2025-05-26 07:08:58,48,Completed,Continue Watching,1080p,DEV000011,46.2
SES0060481,USR007373,CNT00542,2025-08-08 17:08:08,70,Completed,Recommendation,1080p,DEV001006,94.6
SES0060482,USR006315,CNT01694,2025-03-29 19:39:53,136,Completed,Continue Watching,720p,DEV001224,100.0
SES0060483,USR005591,CNT00542,2025-06-30 22:05:22,5,Completed,Auto,720p,DEV010170,6.8
SES0060484,USR005764,CNT00536,2025-01-12 17:14:08,102,Completed,Continue Watching,720p,DEV004474,98.1
SES0060485,USR007380,CNT00536,2025-01-29 11:22:55,40,Completed,Recommendation,1080p,DEV006392,38.5
SES0060486,USR000210,CNT00536,2025-12-03 12:44:16,99,Completed,Trending,1080p,DEV013724,95.2
SES0060487,USR001211,CNT00973,2025-02-01 14:14:36,55,Completed,Continue Watching,1080p,DEV004248,37.7
SES0060488,USR007627,CNT01694,2025-01-19 21:36:20,135,Stopped,Continue Watching,720p,DEV011896,100.0
SES0060489,USR004669,CNT01481,2025-05-28 19:34:57,75,Completed,Search,1080p,DEV000416,78.9
SES0060490,USR002433,CNT00536,2025-02-14 23:44:47,124,Completed,Continue Watching,1080p,DEV006970,100.0
SES0060491,USR008370,CNT00542,2025-01-17 12:06:37,73,Abandoned,Search,720p,DEV010964,98.6
SES0060492,USR005848,CNT00542,2025-06-22 19:17:23,46,Completed,Recommendation,720p,DEV003421,62.2
SES0060493,USR007886,CNT01694,2025-08-10 16:09:36,152,Stopped,Search,1080p,DEV005239,100.0
SES0060494,USR008913,CNT00542,2025-07-15 14:49:15,108,Abandoned,Recommendation,1080p,DEV001491,100.0
SES0060495,USR006171,CNT01186,2025-04-28 08:08:25,21,Abandoned,Continue Watching,720p,DEV005459,11.9
SES0060496,USR000063,CNT00536,2025-04-13 19:04:17,86,Abandoned,Continue Watching,720p,DEV006388,82.7
SES0060497,USR007148,CNT00312,2025-06-11 12:42:32,126,Completed,Trending,1080p,DEV006255,73.7
SES0060498,USR002536,CNT00542,2025-07-07 07:10:15,108,Stopped,Recommendation,480p,DEV005790,100.0
SES0060499,USR006123,CNT01105,2025-02-18 20:26:14,52,Stopped,Continue Watching,720p,DEV004774,50.5
SES0060500,USR001907,CNT01694,2025-10-09 22:41:58,71,Stopped,Recommendation,1080p,DEV009184,57.3
SES0060501,USR000663,CNT00536,2025-02-09 13:07:53,122,Completed,Trending,720p,DEV009719,100.0
SES0060502,USR008226,CNT00542,2025-02-27 12:57:01,177,Stopped,Recommendation,720p,DEV006182,100.0
SES0060503,USR001830,CNT00542,2025-06-15 21:34:41,129,Completed,Search,480p,DEV009998,100.0
SES0060504,USR005967,CNT00542,2025-12-01 19:00:50,161,Abandoned,Recommendation,720p,DEV008664,100.0
SES0060505,USR006813,CNT01694,2025-02-20 19:35:41,68,Abandoned,Continue Watching,480p,DEV002096,54.8
SES0060506,USR006510,CNT00262,2025-05-13 06:36:41,68,Stopped,Auto,1080p,DEV010807,94.4
SES0060507,USR001639,CNT01006,2025-07-11 19:58:00,180,Stopped,Auto,480p,DEV012091,100.0
SES0060508,USR003558,CNT00542,2025-12-16 18:36:28,21,Completed,Continue Watching,1080p,DEV004314,28.4
SES0060509,USR008069,CNT00536,2025-09-18 16:56:06,38,Stopped,Trending,720p,DEV000768,36.5
SES0060510,USR002311,CNT01694,2025-04-13 05:41:59,116,Stopped,Recommendation,720p,DEV010521,93.5
SES0060511,USR007497,CNT01694,2025-06-05 12:05:24,55,Completed,Continue Watching,720p,DEV000937,44.4
SES0060512,USR007601,CNT00536,2025-09-10 22:42:00,129,Stopped,Recommendation,720p,DEV003854,100.0
SES0060513,USR006298,CNT00536,2025-10-29 07:50:48,37,Completed,Auto,1080p,DEV007877,35.6
SES0060514,USR008424,CNT00536,2025-12-07 15:19:04,90,Completed,Continue Watching,4K,DEV009614,86.5
SES0060515,USR006475,CNT00542,2025-09-28 13:06:17,37,Stopped,Continue Watching,1080p,DEV012932,50.0
SES0060516,USR000522,CNT00542,2025-01-12 21:10:49,74,Stopped,Auto,1080p,DEV005635,100.0
SES0060517,USR000692,CNT00440,2025-08-23 13:21:05,42,Abandoned,Auto,1080p,DEV014019,26.4
SES0060518,USR001201,CNT01305,2025-06-17 07:20:43,31,Completed,Continue Watching,4K,DEV005485,22.0
SES0060519,USR000403,CNT00536,2025-05-29 12:02:07,56,Completed,Trending,1080p,DEV001855,53.8
SES0060520,USR001014,CNT00536,2025-04-29 14:39:54,66,Completed,Trending,720p,DEV000761,63.5
SES0060521,USR009455,CNT00536,2025-05-27 13:52:47,77,Completed,Trending,1080p,DEV003954,74.0
SES0060522,USR009908,CNT01491,2025-10-21 19:10:02,129,Abandoned,Search,1080p,DEV009747,79.1
SES0060523,USR003109,CNT00542,2025-12-23 18:04:53,41,Stopped,Trending,4K,DEV008076,55.4
SES0060524,USR000428,CNT00536,2025-10-09 06:52:07,88,Completed,Search,480p,DEV005677,84.6
SES0060525,USR006174,CNT01694,2025-11-21 18:53:34,66,Completed,Recommendation,720p,DEV001868,53.2
SES0060526,USR003586,CNT01168,2025-02-22 20:47:15,53,Completed,Recommendation,4K,DEV013223,48.2
SES0060527,USR009785,CNT01926,2025-05-08 21:05:26,54,Abandoned,Recommendation,4K,DEV007648,30.2
SES0060528,USR006275,CNT00970,2025-01-18 17:24:05,50,Completed,Recommendation,1080p,DEV007262,40.7
SES0060529,USR007364,CNT00985,2025-02-22 20:26:38,87,Completed,Recommendation,720p,DEV004460,78.4
SES0060530,USR003376,CNT00542,2025-10-17 14:01:30,133,Completed,Recommendation,1080p,DEV013478,100.0
SES0060531,USR009751,CNT01694,2025-03-09 14:03:01,53,Completed,Recommendation,1080p,DEV009265,42.7
SES0060532,USR009856,CNT00536,2025-03-04 18:43:12,71,Stopped,Continue Watching,1080p,DEV004545,68.3
SES0060533,USR007998,CNT00431,2025-03-07 21:36:30,149,Completed,Recommendation,1080p,DEV003877,100.0
SES0060534,USR007333,CNT00279,2025-07-22 20:48:34,93,Completed,Auto,720p,DEV008871,100.0
SES0060535,USR006382,CNT00536,2025-05-30 12:44:21,99,Completed,Search,1080p,DEV012418,95.2
SES0060536,USR008722,CNT00536,2025-09-29 21:23:58,52,Stopped,Trending,720p,DEV007051,50.0
SES0060537,USR004502,CNT01694,2025-01-20 18:54:04,70,Stopped,Auto,480p,DEV014519,56.5
SES0060538,USR002538,CNT01305,2025-05-21 14:05:24,121,Completed,Search,720p,DEV010163,85.8
SES0060539,USR004415,CNT00557,2025-10-06 19:39:23,51,Completed,Recommendation,720p,DEV011060,49.0
SES0060540,USR000606,CNT00536,2025-10-07 20:05:09,50,Abandoned,Recommendation,4K,DEV012563,48.1
SES0060541,USR006887,CNT00536,2025-09-20 11:48:50,52,Stopped,Recommendation,480p,DEV010544,50.0
SES0060542,USR003913,CNT01694,2025-07-13 12:53:55,37,Completed,Search,4K,DEV004234,29.8
SES0060543,USR002108,CNT00536,2025-07-04 10:11:34,103,Stopped,Search,1080p,DEV002845,99.0
SES0060544,USR000587,CNT01526,2025-05-05 15:26:54,29,Stopped,Continue Watching,720p,DEV014197,21.5
SES0060545,USR009259,CNT00423,2025-01-22 06:04:53,64,Stopped,Recommendation,1080p,DEV004144,42.4
SES0060546,USR008231,CNT01694,2025-10-18 13:07:07,62,Abandoned,Recommendation,720p,DEV007086,50.0
SES0060547,USR003134,CNT00279,2025-07-19 16:43:09,155,Completed,Trending,1080p,DEV014806,100.0
SES0060548,USR007092,CNT00536,2025-05-24 12:54:17,161,Completed,Continue Watching,480p,DEV002354,100.0
SES0060549,USR000427,CNT01694,2025-07-31 19:21:27,41,Abandoned,Continue Watching,4K,DEV013375,33.1
SES0060550,USR000366,CNT00763,2025-05-20 16:21:34,96,Completed,Recommendation,480p,DEV009093,91.4
SES0060551,USR000673,CNT00990,2025-04-24 07:00:32,48,Abandoned,Continue Watching,720p,DEV010857,30.2
SES0060552,USR001097,CNT00152,2025-10-30 18:44:59,85,Completed,Trending,4K,DEV014375,86.7
SES0060553,USR007015,CNT00536,2025-02-27 22:34:00,72,Completed,Continue Watching,1080p,DEV009938,69.2
SES0060554,USR000300,CNT00973,2025-07-22 03:43:03,134,Stopped,Search,1080p,DEV011308,91.8
SES0060555,USR002888,CNT00536,2025-03-22 20:11:10,67,Completed,Recommendation,720p,DEV009749,64.4
SES0060556,USR001075,CNT01694,2025-04-23 15:48:08,52,Completed,Continue Watching,1080p,DEV014605,41.9
