content_id,title,content_type,release_year,runtime_minutes,language,rating,age_rating
CNT01894,StreamIQ Original 1894,Movie,2023,80,Spanish,5.6,13+
CNT01895,StreamIQ Original 1895,Movie,2021,154,English,8.5,13+
CNT01896,StreamIQ Original 1896,Movie,2018,76,English,5.4,18+
CNT01897,StreamIQ Original 1897,Series,2023,166,English,8.1,U
CNT01898,StreamIQ Original 1898,Movie,2019,91,French,8.1,16+
CNT01899,StreamIQ Original 1899,Series,2018,155,English,7.0,18+
CNT01900,StreamIQ Original 1900,Movie,2022,100,English,6.7,13+
CNT01901,StreamIQ Original 1901,Movie,2023,128,Portuguese,6.0,13+
CNT01902,StreamIQ Original 1902,Series,2024,109,English,6.8,U
CNT01903,StreamIQ Original 1903,Movie,2022,72,Hindi,5.4,16+
CNT01904,StreamIQ Original 1904,Movie,2020,171,English,7.1,13+
CNT01905,StreamIQ Original 1905,Series,2020,158,Bengali,8.1,16+
CNT01906,StreamIQ Original 1906,Movie,2024,111,Hindi,5.3,13+
CNT01907,StreamIQ Original 1907,Movie,2018,161,Hindi,7.0,U
CNT01908,StreamIQ Original 1908,Series,2024,86,English,8.3,13+
CNT01909,StreamIQ Original 1909,Movie,2022,141,Bengali,8.6,18+
CNT01910,StreamIQ Original 1910,Movie,2018,73,Spanish,7.4,16+
CNT01911,StreamIQ Original 1911,Series,2024,153,English,5.2,U
CNT01912,StreamIQ Original 1912,Movie,2023,77,Hindi,6.0,13+
CNT01913,StreamIQ Original 1913,Series,2019,93,Tamil,6.0,16+
CNT01914,StreamIQ Original 1914,Movie,2018,110,French,8.1,16+
CNT01915,StreamIQ Original 1915,Series,2024,125,Telugu,8.0,18+
CNT01916,StreamIQ Original 1916,Movie,2020,159,Bengali,6.6,13+
CNT01917,StreamIQ Original 1917,Movie,2021,97,English,7.7,18+
CNT01918,StreamIQ Original 1918,Series,2019,103,Spanish,5.9,13+
CNT01919,StreamIQ Original 1919,Movie,2020,141,English,6.8,18+
CNT01920,StreamIQ Original 1920,Movie,2022,170,English,7.0,16+
CNT01921,StreamIQ Original 1921,Movie,2018,180,English,7.2,18+
CNT01922,StreamIQ Original 1922,Movie,2020,73,Portuguese,5.9,16+
CNT01923,StreamIQ Original 1923,Movie,2025,87,English,7.6,16+
CNT01924,StreamIQ Original 1924,Movie,2023,103,Spanish,5.4,16+
CNT01925,StreamIQ Original 1925,Movie,2020,97,Hindi,5.9,16+
CNT01926,StreamIQ Original 1926,Series,2022,179,German,6.4,13+
CNT01927,StreamIQ Original 1927,Movie,2021,107,Spanish,8.1,13+
CNT01928,StreamIQ Original 1928,Movie,2025,138,Bengali,7.7,13+
CNT01929,StreamIQ Original 1929,Series,2022,98,Tamil,6.2,13+
CNT01930,StreamIQ Original 1930,Series,2018,105,English,7.4,16+
CNT01931,StreamIQ Original 1931,Series,2023,112,Telugu,8.2,13+
CNT01932,StreamIQ Original 1932,Series,2022,75,English,9.2,16+
CNT01933,StreamIQ Original 1933,Series,2018,163,Spanish,7.8,13+
CNT01934,StreamIQ Original 1934,Movie,2024,121,English,7.8,16+
CNT01935,StreamIQ Original 1935,Movie,2024,164,Bengali,6.1,16+
CNT01936,StreamIQ Original 1936,Movie,2025,108,Spanish,7.5,13+
CNT01937,StreamIQ Original 1937,Series,2023,179,Hindi,7.3,13+
CNT01938,StreamIQ Original 1938,Series,2023,83,German,6.7,U
CNT01939,StreamIQ Original 1939,Series,2024,114,English,5.7,13+
CNT01940,StreamIQ Original 1940,Movie,2022,179,Spanish,6.3,16+
CNT01941,StreamIQ Original 1941,Series,2021,159,English,6.4,13+
CNT01942,StreamIQ Original 1942,Series,2018,159,English,8.2,13+
CNT01943,StreamIQ Original 1943,Series,2018,114,English,6.8,16+
CNT01944,StreamIQ Original 1944,Movie,2020,79,French,6.6,13+
CNT01945,StreamIQ Original 1945,Movie,2022,76,Telugu,5.5,13+
CNT01946,StreamIQ Original 1946,Series,2020,85,English,7.5,16+
CNT01947,StreamIQ Original 1947,Series,2019,83,Hindi,8.1,U
CNT01948,StreamIQ Original 1948,Series,2025,174,German,5.3,18+
CNT01949,StreamIQ Original 1949,Movie,2018,95,Tamil,6.8,13+
CNT01950,StreamIQ Original 1950,Series,2021,111,Portuguese,7.4,13+
CNT01951,StreamIQ Original 1951,Movie,2024,134,German,8.8,16+
CNT01952,StreamIQ Original 1952,Movie,2021,171,English,6.5,U
CNT01953,StreamIQ Original 1953,Movie,2018,175,English,8.4,U
CNT01954,StreamIQ Original 1954,Movie,2020,120,Tamil,6.4,U
CNT01955,StreamIQ Original 1955,Series,2018,163,English,8.4,16+
CNT01956,StreamIQ Original 1956,Series,2019,132,English,6.5,16+
CNT01957,StreamIQ Original 1957,Series,2023,156,Bengali,7.2,13+
CNT01958,StreamIQ Original 1958,Movie,2024,71,English,7.8,13+
CNT01959,StreamIQ Original 1959,Series,2024,73,English,4.9,16+
CNT01960,StreamIQ Original 1960,Movie,2025,159,English,4.6,13+
CNT01961,StreamIQ Original 1961,Movie,2019,131,Tamil,8.1,13+
CNT01962,StreamIQ Original 1962,Movie,2024,112,Hindi,8.3,18+
CNT01963,StreamIQ Original 1963,Movie,2025,115,English,8.6,16+
CNT01964,StreamIQ Original 1964,Movie,2019,83,Tamil,8.0,18+
CNT01965,StreamIQ Original 1965,Series,2018,177,Tamil,7.7,16+
CNT01966,StreamIQ Original 1966,Series,2023,147,French,7.0,13+
CNT01967,StreamIQ Original 1967,Series,2022,112,English,7.0,U
CNT01968,StreamIQ Original 1968,Series,2020,70,English,7.5,13+
CNT01969,StreamIQ Original 1969,Series,2021,97,Hindi,5.2,13+
CNT01970,StreamIQ Original 1970,Movie,2023,153,Hindi,7.4,13+
CNT01971,StreamIQ Original 1971,Movie,2022,88,Hindi,7.4,U
CNT01972,StreamIQ Original 1972,Series,2023,136,French,7.3,13+
CNT01973,StreamIQ Original 1973,Movie,2018,166,English,5.2,13+
CNT01974,StreamIQ Original 1974,Series,2020,131,Spanish,7.6,16+
CNT01975,StreamIQ Original 1975,Series,2024,169,Tamil,6.3,13+
CNT01976,StreamIQ Original 1976,Movie,2023,147,English,7.6,16+
CNT01977,StreamIQ Original 1977,Movie,2018,77,Hindi,8.8,18+
CNT01978,StreamIQ Original 1978,Series,2024,172,Spanish,7.3,13+
CNT01979,StreamIQ Original 1979,Movie,2025,153,Portuguese,6.5,16+
CNT01980,StreamIQ Original 1980,Series,2021,129,English,5.7,16+
CNT01981,StreamIQ Original 1981,Movie,2018,125,French,7.5,13+
CNT01982,StreamIQ Original 1982,Movie,2024,127,Hindi,7.3,U
CNT01983,StreamIQ Original 1983,Series,2018,113,English,6.9,16+
CNT01984,StreamIQ Original 1984,Movie,2022,118,English,6.8,13+
CNT01985,StreamIQ Original 1985,Series,2025,155,English,7.0,13+
CNT01986,StreamIQ Original 1986,Series,2018,180,Tamil,6.7,U
CNT01987,StreamIQ Original 1987,Movie,2021,159,Spanish,6.3,18+
CNT01988,StreamIQ Original 1988,Movie,2022,168,English,6.6,13+
CNT01989,StreamIQ Original 1989,Series,2024,117,Portuguese,8.0,16+
CNT01990,StreamIQ Original 1990,Movie,2025,171,French,5.9,U
CNT01991,StreamIQ Original 1991,Movie,2018,147,English,7.7,16+
CNT01992,StreamIQ Original 1992,Movie,2018,92,German,7.4,U
CNT01993,StreamIQ Original 1993,Movie,2019,119,Tamil,7.0,13+
CNT01994,StreamIQ Original 1994,Series,2024,120,Telugu,7.1,13+
CNT01995,StreamIQ Original 1995,Movie,2023,138,French,7.2,13+
CNT01996,StreamIQ Original 1996,Series,2019,70,English,6.5,16+
CNT01997,StreamIQ Original 1997,Series,2022,159,German,5.9,13+
CNT01998,StreamIQ Original 1998,Movie,2025,84,Bengali,7.9,13+
CNT01999,StreamIQ Original 1999,Series,2023,120,Hindi,6.2,16+
CNT02000,StreamIQ Original 2000,Movie,2021,145,French,7.8,13+
